Unique id,channel_name,category,Sub-category,Customer Remarks,Order_id,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift
ce7c55f1-8072-4f96-ae67-69d2d84be187,Inbound,Returns,Reverse Pickup Enquiry,,ac9632ba-54e2-4c2e-b8a4-c0b699389432,12/07/2023 11:42,29/07/2023 18:37,01/08/2023 12:54,01-Aug-23,GAYA,Books & General merchandise,295.0,,Matthew Bennett,Olivia Wang,John Smith,>90,Evening
1fa3b60a-2987-44d3-97e2-5f49c51e806b,Inbound,Order Related,Delayed,,5293a8a3-bf90-4db1-b58b-e05feda9cd50,,01/08/2023 11:02,01/08/2023 11:05,01-Aug-23,,,,,Erika Black,Scarlett Chen,John Smith,0-30,Morning
abb195db-53c8-4655-80c0-6aa741d3d994,Inbound,Order Related,Order status enquiry,,cacb76f9-9d88-4da6-8933-60de7200fc76,,01/08/2023 12:02,01/08/2023 17:45,01-Aug-23,,,,,Troy Nguyen,Amelia Tanaka,Emily Chen,>90,Morning
e4167617-b033-480e-9be9-f9de981f7912,Inbound,Returns,Reverse Pickup Enquiry,"Please pack the products which actually customers ordered, otherwise it is time to both you and us Shopzilla.",2da9a618-298e-46cd-98d8-3404aa4db2c3,,01/08/2023 21:22,01/08/2023 21:24,01-Aug-23,,,,,Matthew Callahan,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening
1886b70a-1523-4143-b8d3-faccdcd7339b,Inbound,Order Related,Invoice request,,067e5ebf-73d2-4480-822c-c0e6353dfaa3,,02/08/2023 12:23,02/08/2023 12:28,02-Aug-23,,,,,David Meyers,Isabella Wong,Emily Chen,>90,Afternoon
843f99bf-d4c3-45f8-b84e-e863ce984935,Inbound,Returns,Reverse Pickup Enquiry,,1989ecfc-04b6-4689-8b0e-692e78440e77,,01/08/2023 12:34,01/08/2023 12:36,01-Aug-23,,,,,Evan Ramsey,Ethan Tan,John Smith,>90,Morning
ed76a9bb-ca9f-4c82-a371-6248f4a0cc15,Inbound,Shopzilla Related,General Enquiry,Thanks ,ceb9e88b-f8de-4947-a743-496fa966be9f,,01/08/2023 17:29,01/08/2023 18:06,01-Aug-23,,,,,Joshua Underwood,Carter Park,Michael Lee,>90,Evening
c523a0c9-5cb9-492c-94ca-539d3e65f1a7,Inbound,Returns,Reverse Pickup Enquiry,,eb992ae3-60de-44f1-8429-bc08dc7678b2,,01/08/2023 20:32,01/08/2023 21:19,01-Aug-23,,,,,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening
d71064f3-71ea-4e24-aef8-3e9c245b5070,Inbound,Feedback,UnProfessional Behaviour,,a9b79999-27bc-4757-ae4a-6496edfd3596,,02/08/2023 22:53,02/08/2023 22:59,02-Aug-23,,,,,Jacob Hendricks,Logan Lee,Emily Chen,61-90,Evening
079a324c-c827-4142-91bd-7f144935498a,Inbound,Shopzilla Related,Signup Issues,,585960aa-a2ad-4bf0-b1a8-544b58489c7f,,31/07/2023 23:03,01/08/2023 07:55,01-Aug-23,,,,,Brittany Nunez,Emily Yamashita,John Smith,61-90,Evening
a509ca1b-83f0-40af-8dd5-d16ff55f9384,Inbound,Refund Related,Refund Related Issues,????,b631d8ec-110b-4824-99a5-cf854166c2bd,,01/08/2023 07:23,01/08/2023 07:25,01-Aug-23,,,,,Kevin Griffin,Evelyn Kimura,John Smith,0-30,Morning
695c3401-3f6e-4603-aa0b-cb855e06135c,Inbound,Returns,Reverse Pickup Enquiry,,6a322a01-a5b2-4621-b1f1-35cf332ebd74,,01/08/2023 19:34,01/08/2023 19:38,01-Aug-23,,,,,Sandra Pierce,Emma Park,Jennifer Nguyen,On Job Training,Evening
6569ea39-60da-4dfa-aec3-d04d69f0566c,Inbound,Cancellation,Not Needed,Mr   was very helpful ,c272ba25-6cee-4001-9e98-27c1c3f3f99a,,02/08/2023 01:01,02/08/2023 01:09,02-Aug-23,,,,,Wendy Church,Wyatt Kim,Michael Lee,31-60,Evening
459de96d-1805-4bf5-ab36-d2a16dc682a3,Inbound,Returns,Damaged,"Thank you so much sir for solving my issue . Bhai, please highlight my concern. Bhai sorry for the late feedback. Bhai please call me.",fceef4b8-4271-44bc-85a4-440c86f43442,,02/08/2023 20:16,02/08/2023 20:46,02-Aug-23,,,,,David Todd,Noah Patel,Michael Lee,31-60,Evening
73ddcafe-dd8b-4941-8da1-635c00ef3423,Inbound,Returns,Wrong,Good ,6320a255-b193-4bc5-98c6-e4779cadafa9,05/06/2023 09:02,01/08/2023 09:29,01/08/2023 09:34,01-Aug-23,RASULABAD,Mobile,7999.0,,Lisa Padilla,Mason Gupta,Jennifer Nguyen,On Job Training,Morning
4598bc5c-637c-4134-b155-50f81f508d10,Inbound,Returns,Reverse Pickup Enquiry,,f7cad483-b1c7-4432-aae7-044ec9479fb9,,01/08/2023 19:39,01/08/2023 19:45,01-Aug-23,,,,,Veronica Martinez,William Park,John Smith,61-90,Evening
c7a5f9d7-eb62-4f19-81f2-fed08e6c92a9,Inbound,Returns,Exchange / Replacement,,182632fa-111d-4049-b333-d4637b46cc36,,02/08/2023 14:59,02/08/2023 15:00,02-Aug-23,,,,,Jeffrey Parker,Nathan Patel,Michael Lee,>90,Morning
14441926-8809-4289-b54a-2f3a46158c48,Inbound,Returns,Return request,Thankyou ,28821ef6-5703-4082-b129-33adb8907129,16/07/2023 21:42,01/08/2023 00:51,01/08/2023 00:53,01-Aug-23,VIRAMGAM,Electronics,1499.0,,Sharon Stephenson,Jacob Sato,Emily Chen,0-30,Evening
a57a6400-a9cd-41cd-b5f6-66f3abcdf948,Inbound,Returns,Reverse Pickup Enquiry,,e6a982e4-0ad1-479c-afaa-2f84afabb3fb,07/07/2023 21:59,01/08/2023 21:46,01/08/2023 21:49,01-Aug-23,DHULE,Electronics,1799.0,,Lindsey Smith,Nathan Patel,John Smith,>90,Afternoon
5acfc9ae-fa0d-4a24-a03e-bef0f5e8cd44,Inbound,Order Related,Order status enquiry,I selected for English language preference but it's goes into Hindi channel. But customer service executive doesn't understand English properly,0c871165-7c35-48be-97a1-3885dbcdf80d,,02/08/2023 19:31,02/08/2023 19:32,02-Aug-23,,,,,James Lopez,Jackson Park,William Kim,On Job Training,Evening
5cb53551-305b-4ec2-8324-b40ca57dea63,Inbound,Returns,Product related Issues,,43b5b33a-c7a9-4ca5-8910-810ba4ad6305,,02/08/2023 09:58,02/08/2023 10:33,02-Aug-23,,,,,Joseph Harris,Nathan Patel,John Smith,>90,Split
624d2e1c-7e09-4ab7-b959-648e35fb6dfc,Inbound,Returns,Reverse Pickup Enquiry,,da266d33-6eb1-44a4-91bc-16a24a009ddb,,02/08/2023 18:54,02/08/2023 18:55,02-Aug-23,,,,,Jerry Rodriguez,Madison Kim,Michael Lee,31-60,Evening
fe14249c-4635-4dbf-a29a-74c35599590f,Inbound,Returns,Missing,,6b673d67-742c-4002-8cf7-5cea9c98efcc,,02/08/2023 19:55,02/08/2023 20:44,02-Aug-23,,,,,Kevin Lee,Harper Wong,William Kim,On Job Training,Evening
e2b9ec67-e370-418c-bcf6-65aa77299ee1,Inbound,Returns,Reverse Pickup Enquiry,Nice ,e604657d-65bc-45f8-82db-6678c8c34a40,,02/08/2023 22:10,02/08/2023 22:18,02-Aug-23,,,,,Kelsey Massey,Mia Patel,Emily Chen,61-90,Evening
cbbf5aab-ed28-4884-88a8-991c8a1ab8a6,Inbound,Returns,Reverse Pickup Enquiry,"Please don't give the chance of local shop/ company,,, they're using the name of Shopzilla & giving worst products... Sell your products like Myntra ( Myntra always send their products)",c9daefdf-e6da-45cb-9a69-529e013288a0,,02/08/2023 22:55,02/08/2023 22:57,02-Aug-23,,,,,Amy Gonzalez,Logan Lee,Emily Chen,61-90,Evening
25abf0c6-b5c9-47b3-b51e-8d7b1ea333b7,Inbound,Returns,Reverse Pickup Enquiry,,a9c911b1-f2c8-43fd-9907-a6da3f2912ea,24/07/2023 15:48,01/08/2023 20:39,01/08/2023 20:41,01-Aug-23,BHUBANESWAR,Electronics,999.0,,Alexis Campbell,Elijah Yamaguchi,Michael Lee,>90,Afternoon
22ef9fdb-737f-47a2-bebf-b31c4352013d,Outcall,Refund Related,Refund Enquiry,,70cd4326-96e7-4a91-aa32-07dfd2db224f,30/07/2023 11:29,02/08/2023 07:28,02/08/2023 10:19,02-Aug-23,CHANGANACHERRY,Home Appliences,21999.0,,Joshua Greene,Scarlett Chen,John Smith,0-30,Morning
2eddc64d-64f0-4928-b525-e71e1821eab3,Outcall,Returns,Missing,,5fbd2882-0763-486a-849f-7b95083bc88d,30/07/2023 19:57,01/08/2023 18:21,01/08/2023 18:23,01-Aug-23,BANGALORE,Home Appliences,447.0,,Mark Ruiz,Lucas Singh,John Smith,31-60,Evening
d7790121-4d9c-4811-a7ec-e3cdb4f570d5,Inbound,Refund Related,Refund Enquiry,,438d0cd5-ffd8-48c3-b388-39fd079320f5,,01/08/2023 15:39,01/08/2023 17:52,01-Aug-23,,,,,Matthew Mendoza MD,William Park,John Smith,61-90,Evening
2ccae5c7-33bf-4e28-86ab-5195fb368124,Inbound,Feedback,UnProfessional Behaviour,,d4b0738f-8ce0-48b5-996f-32fa0a96b8f4,,02/08/2023 18:36,02/08/2023 18:38,02-Aug-23,,,,,Jessica Hahn,Madison Kim,Emily Chen,>90,Split
a1456922-c580-4d56-9160-4e3632ee2d08,Inbound,Returns,Fraudulent User,,915c8721-39fd-4f37-bad7-f70e680707dc,,02/08/2023 19:13,02/08/2023 19:16,02-Aug-23,,,,,Timothy Butler,Elijah Yamaguchi,Michael Lee,>90,Afternoon
d5de35d1-c30f-4989-bcaa-5f7b102f7df5,Outcall,Returns,Wrong,Thank you   for your valuable time & support ,b96efdd1-0cc6-447f-85cb-f86cbbd93805,,02/08/2023 22:35,02/08/2023 23:37,02-Aug-23,,,,,Anthony Cook,Noah Patel,Michael Lee,31-60,Night
e5798450-8f6e-47cd-b3e1-1925e2ea8b64,Inbound,Order Related,Order status enquiry,Good night,0563c87a-6695-42c5-8316-33922ae694ca,,01/08/2023 20:48,01/08/2023 20:51,01-Aug-23,,,,,Edward Hawkins,Nathan Patel,Emily Chen,>90,Evening
76c9e90a-9727-4caf-89a6-28f695795193,Inbound,Returns,Fraudulent User,No,503dd750-1c4c-4d84-81b7-ee9587b7f27e,,01/08/2023 21:07,02/08/2023 06:39,02-Aug-23,,,,,Jessica Williams,Lucas Singh,John Smith,31-60,Evening
cff7ee3e-06b9-4771-b8fd-b1257866ebba,Inbound,Order Related,Customer Requested Modifications,,ac111310-37ff-42f3-99b3-219ec3de760a,,01/08/2023 21:37,01/08/2023 23:56,01-Aug-23,,,,,Anita Roberts,Mia Patel,Emily Chen,0-30,Evening
4cd2be2c-5f89-4eb9-b419-d62e8557e6cb,Outcall,Returns,Reverse Pickup Enquiry,,63d3701c-e9d4-4280-a596-95124040a1d0,,02/08/2023 07:12,02/08/2023 07:17,02-Aug-23,,,,,Jesse Shaffer,Ethan Tan,John Smith,>90,Morning
c75c5199-966e-46b0-ae7a-0c9014afef12,Inbound,Returns,Reverse Pickup Enquiry,Thank you so much ,93ef1b08-c1fa-4574-9cc5-52a6046057c5,,02/08/2023 08:11,02/08/2023 08:11,02-Aug-23,,,,,David Smith,Nathan Patel,John Smith,>90,Split
796fe7f6-eec2-4713-9ecb-27ca7a000ee6,Inbound,Returns,Service Centres Related,?? no,eb349a4e-d3ec-4232-95f0-d277c0fcf8a6,19/06/2023 17:37,01/08/2023 00:17,01/08/2023 01:14,01-Aug-23,DARBHANGA,Home Appliences,16390.0,,Gina Richards,Logan Lee,Emily Chen,61-90,Evening
10170909-bf28-4140-85dc-633aef3930a4,Inbound,Returns,Missing,,e3ccae12-0457-416a-a662-91092725218f,,01/08/2023 11:43,01/08/2023 12:01,01-Aug-23,,,,,Jerome Gray,Sophia Sato,John Smith,0-30,Morning
ab77b05b-3409-4f89-b909-eff6085b3c7a,Inbound,Returns,Fraudulent User,,9ba8ac3b-c6cb-46ab-9f6e-4dbe43a62439,,02/08/2023 16:41,02/08/2023 16:44,02-Aug-23,,,,,Mackenzie Phillips,Emma Park,John Smith,31-60,Morning
31a08933-baea-4525-8299-e1a51e9daf93,Inbound,Returns,Reverse Pickup Enquiry,Please provide customer support in regional language like Bengali ,f8d08084-599b-4928-a4ab-bfc81d5257c1,,02/08/2023 19:14,02/08/2023 19:22,02-Aug-23,,,,,Chelsea Johnson,Mia Patel,Emily Chen,0-30,Evening
10b123b2-a48f-4738-8d3b-00d9732becce,Inbound,Returns,Technician Visit,Delete in Shopzilla account ,0f7d1489-78f4-4bbf-85d0-4f60c98b397e,21/07/2023 15:09,31/07/2023 23:44,01/08/2023 00:17,01-Aug-23,NEW DELHI,Electronics,1099.0,,Elizabeth Mills,Lucas Singh,John Smith,>90,Evening
085292d8-4d16-4c36-9e31-3a9ad546414a,Inbound,Returns,Return request,,a5bc77a0-f506-4f7f-87b8-c41720717f48,,02/08/2023 15:24,02/08/2023 15:32,02-Aug-23,,,,,Mary Johnston,Zoe Yamamoto,John Smith,>90,Afternoon
626d52da-0c5c-41ad-ac88-9b64c883fdec,Inbound,Product Queries,Product Specific Information,,cd2b4b23-2ec1-4a24-9722-660c509d3c1f,,02/08/2023 09:41,02/08/2023 09:43,02-Aug-23,,,,,Stacey Lynch,Austin Johnson,Michael Lee,0-30,Morning
ecd86dd9-3df8-4a9e-8ab4-57b4659c1ce5,Inbound,Refund Related,Refund Related Issues,,a081f867-cf14-495e-99e6-61c83f413d8d,,02/08/2023 13:22,02/08/2023 13:26,02-Aug-23,,,,,Daniel Murphy,Noah Patel,Michael Lee,>90,Morning
84810c02-305a-4751-b8c7-c647140ec13e,Inbound,Returns,Missing,Next time better ,fd651603-4518-4d25-97e0-19a85b8cd0bd,,02/08/2023 18:55,02/08/2023 18:57,02-Aug-23,,,,,Ashley Dunlap,Aiden Patel,Olivia Tan,On Job Training,Evening
cf86d4de-94aa-442b-be70-45b5efab929c,Inbound,Cancellation,Not Needed,,8d65aee6-863d-401a-826d-905daad5b6e7,,02/08/2023 19:37,02/08/2023 19:40,02-Aug-23,,,,,Richard Oconnor,Mia Yamamoto,Emily Chen,0-30,Evening
dc01c1df-3630-46c5-9455-9b8d04f3352f,Inbound,Order Related,Delayed,Very poor service and support ,e1988300-abab-4e95-b5d6-0ba420fb01ab,17/07/2023 15:57,02/08/2023 20:07,02/08/2023 20:23,02-Aug-23,HALDWANI,Home Appliences,25990.0,,Michael Dunlap,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening
39bda244-da78-408b-afcb-1fe86330477b,Outcall,Order Related,Delayed,,8312cecc-6148-4472-87df-c6f9dab92a18,31/07/2023 22:41,01/08/2023 19:19,01/08/2023 19:19,01-Aug-23,,Electronics,14999.0,,Randy Finley,Emily Yamashita,Michael Lee,>90,Morning
eb4cd36f-71c2-4600-8d8d-e0559adf1f9d,Inbound,Returns,Service Centres Related,,876fa4d4-7c20-4763-963e-c39511a188b4,,01/08/2023 17:31,01/08/2023 17:32,01-Aug-23,,,,,Elizabeth Lopez,Mia Patel,Emily Chen,>90,Evening
4a010f18-b1ff-4614-8f67-d411dfe94d36,Inbound,Returns,Reverse Pickup Enquiry,,cc2dd5f5-bba2-4b8d-ba43-2c4bd68e13af,,01/08/2023 21:20,02/08/2023 09:41,02-Aug-23,,,,,Penny Lam,Elijah Yamaguchi,Emily Chen,61-90,Evening
33f51ac3-4334-4bd4-abfc-26a3b6f942e0,Inbound,Returns,Fraudulent User,Thanks for understanding my problem and helping me out ,549b49f6-f921-4440-8ba1-b69ef3d69de8,,01/08/2023 22:05,01/08/2023 22:07,01-Aug-23,,,,,Jessica Kelly,Landon Tanaka,Emily Chen,>90,Split
2f5dc134-557c-4f52-b40b-4afca2cd41f5,Inbound,Order Related,Installation/demo,,b8b713c2-adf2-4460-832b-df43018852be,,02/08/2023 10:19,02/08/2023 10:26,02-Aug-23,,,,,Mrs. Heather Williams,Isabella Wong,Emily Chen,>90,Split
706713b9-2fd2-4232-a3e9-f87bdbc448c2,Outcall,Returns,Reverse Pickup Enquiry,,f641e26b-02a6-4f00-9117-dd301d00e945,,02/08/2023 17:04,02/08/2023 17:33,02-Aug-23,,,,,Karen Smith,Lucas Singh,John Smith,>90,Evening
7451123a-49f9-44ef-bc69-2f0db628d5b6,Inbound,Returns,Reverse Pickup Enquiry,,4fb58b70-3cdb-4578-8b79-9bd3ef9513c3,19/07/2023 17:28,01/08/2023 09:39,01/08/2023 09:49,01-Aug-23,PUNE,Home,417.0,,Pamela Johnson,Scarlett Chen,John Smith,0-30,Morning
77355370-2f9e-4a26-89bc-67d703f886b5,Inbound,Refund Related,Refund Related Issues,,263b9bdb-788a-4c23-9003-74b3397ddc30,,02/08/2023 19:42,02/08/2023 20:02,02-Aug-23,,,,,Jessica Allen,Abigail Suzuki,Jennifer Nguyen,On Job Training,Evening
3496db47-4492-46a4-87a7-1f96f8fa07c4,Outcall,Returns,Return request,Nk,be46cd11-01de-4033-af05-bd95174f7ed9,,01/08/2023 16:56,01/08/2023 16:58,01-Aug-23,,,,,Michael Martin,Noah Patel,Michael Lee,31-60,Evening
78909865-1bca-4b5a-8bf6-6d35e14abacc,Email,Refund Related,Refund Enquiry,,d481ebd4-5c63-40ae-8a28-91071c730ac6,,02/08/2023 12:24,02/08/2023 12:26,02-Aug-23,,,,,Theresa Stewart,Madison Kim,John Smith,>90,Morning
dfa730fc-282d-4775-90c8-861e7dbe9b6e,Outcall,Returns,Missing,,b47e2959-f416-4439-9f62-50ffe994c0ab,,02/08/2023 11:53,02/08/2023 22:10,02-Aug-23,,,,,Mackenzie Phillips,Emma Park,John Smith,31-60,Morning
6c154f39-6885-444e-85c0-0808a1c8ff0f,Inbound,Returns,Return request,,74039940-910c-44cd-b462-f082b90c951f,,02/08/2023 21:14,02/08/2023 21:16,02-Aug-23,,,,,Ryan Thompson,Olivia Wang,Emily Chen,31-60,Evening
f71c78bb-57a1-4bec-8433-4ab28b8f4fc1,Inbound,Product Queries,Product Specific Information,,70f580ff-9163-4f71-bdbc-af1a100954b1,,01/08/2023 09:34,01/08/2023 09:44,01-Aug-23,,,,,James Jordan,Aiden Patel,John Smith,31-60,Morning
57e3311a-0058-4719-8936-d477bea00766,Email,Refund Related,Refund Related Issues,,31a39495-58a2-4cf9-9aa5-4e4fba9b4982,,01/08/2023 17:49,01/08/2023 17:49,01-Aug-23,,,,,Philip Harmon,Emma Park,John Smith,>90,Morning
664d8295-2dcd-4cbb-a160-a35b2615eab9,Inbound,Order Related,Installation/demo,Noise watch not restart,a8ed43f2-fce8-48cf-9f99-268e1e8479bd,,02/08/2023 12:37,02/08/2023 12:41,02-Aug-23,,,,,William Little MD,Evelyn Kimura,John Smith,0-30,Morning
0bb5983a-c3c8-475d-85eb-b8668fe58278,Inbound,Order Related,Order status enquiry,No any response my orderVery bad costumer service,be2f5c03-db6d-4098-bf6a-6d31f2320c69,28/07/2023 18:23,01/08/2023 10:51,01/08/2023 14:42,01-Aug-23,CHANDRAPUR,Mobile,11999.0,,Douglas Savage,Jackson Park,John Smith,>90,Morning
5ff8e6d4-3fac-418b-a8a9-1660566fb6dc,Outcall,Order Related,Order status enquiry,Small product is take so much time and my order is ariving 2 aug but suddanly is change to 5 aug,a3effd07-894a-4a4b-84e1-7611584f39b2,29/07/2023 11:13,02/08/2023 17:24,02/08/2023 19:27,02-Aug-23,JAMNAGAR,Electronics,203.0,,Joshua Rodriguez,Jackson Park,William Kim,On Job Training,Evening
78f1df5a-76fc-439f-831c-30a5618f53d2,Inbound,Returns,Reverse Pickup Enquiry,,f51a1c25-84f2-44e2-a30b-a0d2bbfcdf4f,,01/08/2023 10:29,01/08/2023 10:57,01-Aug-23,,,,,Joseph Harris,Nathan Patel,John Smith,>90,Split
ac7fbdba-b36e-4197-b0f5-62636ca328c2,Inbound,Returns,Reverse Pickup Enquiry,Reten,ad732066-abf4-4b09-bd7b-8d8cb3789701,,02/08/2023 16:48,02/08/2023 16:51,02-Aug-23,,,,,Amy Vazquez,Elijah Yamaguchi,Michael Lee,>90,Night
95217a48-3b24-4e91-813a-4c44afa0177d,Inbound,Order Related,Delayed,,db1c4e66-903f-429e-a435-7435ccaa336f,,02/08/2023 19:47,02/08/2023 19:49,02-Aug-23,,,,,Mary Johnston,Zoe Yamamoto,John Smith,>90,Afternoon
4f1a89a5-77e0-40d4-a8ff-3112a6c8493a,Inbound,Cancellation,Not Needed,,d0bb8c2a-b0ae-4ae5-83c7-0b251042d0a5,23/07/2023 19:36,01/08/2023 17:03,01/08/2023 18:42,01-Aug-23,PUNE,Books & General merchandise,1299.0,,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening
55d56a56-b456-4eb5-98f5-89ad8b0ac0c1,Inbound,Returns,Reverse Pickup Enquiry,,b2f035a9-23b2-43f7-b4c7-61fc05789bcc,,01/08/2023 12:39,01/08/2023 12:40,01-Aug-23,,,,,Vicki Collins,Dylan Kim,Michael Lee,>90,Morning
4f82b4b5-e6ca-4060-a41f-ee5d6bd1aeee,Inbound,Returns,Reverse Pickup Enquiry,,1a89eca9-91b5-4742-97c4-7cb14094d2a8,,01/08/2023 18:38,01/08/2023 18:40,01-Aug-23,,,,,Brandon Martin,Nathan Patel,John Smith,>90,Afternoon
1a87e835-7283-4d5e-aeda-ba0e528345cd,Inbound,Returns,Reverse Pickup Enquiry,,f2bfeeca-1d51-434f-908f-b041ea795c06,,01/08/2023 20:10,01/08/2023 20:12,01-Aug-23,,,,,Laura Beck,Noah Patel,Emily Chen,>90,Afternoon
f4c23fcd-aff0-4263-804c-084d83957f7a,Email,Order Related,Delayed,,7eabbe21-db0a-45ed-a002-7aecd9c3fd8e,,02/08/2023 20:24,02/08/2023 20:32,02-Aug-23,,,,,Kenneth Ramos,Aiden Patel,Olivia Tan,On Job Training,Evening
6158332f-ec70-40de-84cd-1eaee3394a7d,Inbound,Product Queries,Product Specific Information,,ba5d2494-2c8b-4be3-8cd2-c291510935d8,,01/08/2023 22:43,02/08/2023 18:51,02-Aug-23,,,,,Jaime Henderson,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening
cc548451-eec0-490c-a481-4d764d7a9608,Outcall,Returns,Return request,,67937305-cfb0-4def-9473-eb5ab3f2e511,,02/08/2023 15:25,02/08/2023 18:25,02-Aug-23,,,,,Kevin Griffin,Evelyn Kimura,John Smith,0-30,Morning
834f022d-b731-42ed-8130-fedbdacc923c,Inbound,Returns,Fraudulent User,Nice ,89af5610-4a68-411b-b348-af6505c537c8,,01/08/2023 14:52,01/08/2023 15:56,01-Aug-23,,,,,Gloria Walker,Noah Patel,Emily Chen,>90,Split
7a0ccee1-832b-4a77-b096-ab8d1eb80da7,Inbound,Returns,Missing,,40f015b3-72d9-457d-93ce-ef684e225457,,02/08/2023 20:04,02/08/2023 20:06,02-Aug-23,,,,,Edwin Wilson,Ethan Tan,Michael Lee,>90,Evening
a946c561-e095-4cf8-84e6-8ff7c0e798cf,Outcall,Returns,Reverse Pickup Enquiry,Good ,a7d2f7ed-9c54-4c04-82d5-9b6211734960,23/07/2023 19:25,02/08/2023 11:46,02/08/2023 11:56,02-Aug-23,CUDDAPAH,Electronics,1453.0,,Timothy Henry,William Park,John Smith,31-60,Morning
0e631ee3-5d61-420c-b608-2e72021eba4f,Inbound,Returns,Return request,,5f8e49ed-db4f-4582-9274-242c16949748,,01/08/2023 21:48,01/08/2023 21:51,01-Aug-23,,,,,Ronald Garcia,Elijah Yamaguchi,Emily Chen,>90,Morning
32295db8-aabd-41e8-8b17-27a50100bcb9,Inbound,Refund Related,Refund Enquiry,,e8f2e940-9fa5-4297-8bf9-3b289dc7ad1d,,02/08/2023 22:45,02/08/2023 23:00,02-Aug-23,,,,,Alyssa Mcpherson,Brayden Wong,Michael Lee,>90,Afternoon
e71ac209-726f-4a79-8bd2-15232e71775e,Inbound,Order Related,Delayed,,c53ace18-b1c0-4762-803a-a4a5d26c36df,21/07/2023 18:40,02/08/2023 21:01,02/08/2023 21:02,02-Aug-23,AURANGABAD,LifeStyle,499.0,,Robert Elliott,Jackson Park,Michael Lee,31-60,Evening
fda28a40-45e8-4086-9a1c-b8c29eee1f8b,Inbound,Order Related,Delayed,,dd6630fa-73e9-44b9-9d80-a27c255ba115,27/07/2023 14:13,02/08/2023 10:50,02/08/2023 10:53,02-Aug-23,MUNGER,Books & General merchandise,17.0,,Ryan Payne,Scarlett Chen,John Smith,0-30,Morning
85af8ef2-6119-4b74-a59d-3749bc9b40e0,Email,Returns,Fraudulent User,Call disconnect and not provide information proper,87212636-74b9-4b0e-8cd7-741b00ed0944,17/07/2023 00:34,02/08/2023 14:44,02/08/2023 16:06,02-Aug-23,BARAUT,Electronics,1699.0,,Jonathan Moore,Zoe Yamamoto,John Smith,>90,Morning
a93f3dee-3d36-4d89-b135-91749cb87c66,Inbound,Feedback,UnProfessional Behaviour,,eaeda00a-889a-47a5-9916-28b3e3ec0638,,01/08/2023 10:21,01/08/2023 11:01,01-Aug-23,,,,,Alexander Mata,Mason Gupta,Jennifer Nguyen,On Job Training,Morning
bd3b7465-451f-430d-a3cd-8ce1774c87e4,Inbound,Returns,Reverse Pickup Enquiry,My issue is not resolved from yesterday.this is not a good thing.if customer issue is not solved quickly then why we don't do shopping from other shopping app where our issue is solved quickly ,46a5d4dd-ca69-4c50-a8c1-77e5600645c8,,01/08/2023 17:30,01/08/2023 17:37,01-Aug-23,,,,,Michele Kramer,William Park,John Smith,61-90,Evening
5604fd9b-b397-40cc-bc20-ae3332fb603e,Inbound,Returns,Reverse Pickup Enquiry,Everything is good ??,c5d1b3ee-21e4-4ae7-acaf-69790281099a,,02/08/2023 07:14,02/08/2023 07:17,02-Aug-23,,,,,John Richardson,Dylan Kim,Michael Lee,>90,Morning
86302dd0-9afd-490e-b527-58b78e5ca60f,Inbound,Returns,Reverse Pickup Enquiry,Wrong Product received.,1876a485-34be-40b5-a233-9c2f740b1fd2,,02/08/2023 18:53,02/08/2023 19:10,02-Aug-23,,,,,Jorge Ingram,Elijah Yamaguchi,Emily Chen,>90,Split
c7fcb081-562c-4136-be9f-5f2aaa1b908a,Inbound,Returns,Wrong,,e5f28604-8582-4b52-95ed-9de6ab01a8dd,26/07/2023 18:55,31/07/2023 13:15,01/08/2023 00:04,01-Aug-23,GOPALGANJ,Electronics,18990.0,,Vincent Nguyen,Elijah Yamaguchi,Michael Lee,31-60,Afternoon
68bfe32f-aae2-4b3f-a9de-fc87e7ccc950,Inbound,Returns,Technician Visit,,6975ca11-9a92-4c0b-a023-82a4d2cab538,,01/08/2023 21:36,01/08/2023 21:41,01-Aug-23,,,,,Michael Cooper,Ethan Nakamura,Emily Chen,0-30,Evening
f5fe261e-17b6-4c72-8462-6be822424435,Inbound,Order Related,Installation/demo,,c0b068e5-b701-476b-afec-53729e857351,,02/08/2023 12:18,02/08/2023 12:25,02-Aug-23,,,,,Joshua Mccarthy,Olivia Suzuki,John Smith,31-60,Morning
21f555eb-de59-41ba-ad30-fcbc78453342,Outcall,Returns,Return request,,05fab777-050d-4f0c-904d-f7091f79c240,,02/08/2023 13:08,02/08/2023 13:13,02-Aug-23,,,,,Michael Dunlap,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening
aebebfb0-f424-4042-93d5-8e99f975e816,Inbound,Feedback,UnProfessional Behaviour,Good communication skills ,65af7e2a-69f8-4a91-ac6d-b947770a1f13,16/07/2023 13:52,01/08/2023 07:30,01/08/2023 07:32,01-Aug-23,MUZAFFARNAGAR,LifeStyle,275.0,,Tina Garza,Noah Patel,Michael Lee,>90,Morning
